Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Raw Local Acceleration X,IMU Raw Local Acceleration Y,IMU Raw Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Commanded servo deployment,Real servo deployment
48449635,0.045698,25.730084,1,0.495789,-0.611938,-0.201477,0.582397,-4.42,-9.65,2.52,-0.174863,1.420931,1.011211,0.053909,0.112715,0.970442,0.5,0.5
48459222,0.423323,25.730084,1,0.495789,-0.611877,-0.201538,0.582397,-4.54,-9.12,2.28,-0.162547,0.997834,0.59129,0.06833,0.120447,0.692884,0.5,0.5
48466743,0.423323,25.730084,1,0.495789,-0.611877,-0.201538,0.582397,-4.84,-9.29,2.37,-0.258145,0.864933,0.898371,0.082577,0.129434,0.843311,0.5,0.5
48475419,-0.50786,25.748633,1,0.495789,-0.611877,-0.201477,0.582397,-4.42,-9.15,2.33,-0.169265,1.128145,0.563421,0.060797,0.130568,0.638417,0.5,0.5
48485356,-0.039705,25.743996,1,0.495789,-0.611816,-0.201477,0.582458,-4.69,-9.19,2.14,-0.047542,0.852014,0.703301,0.058105,0.136826,0.685915,0.5,0.5
48493890,0.058043,25.748633,1,0.49585,-0.611816,-0.201538,0.582397,-4.77,-8.77,2.29,-0.342685,0.662441,0.41656,0.059277,0.140307,0.488733,0.5,0.5
48503108,0.344099,25.75327,1,0.495911,-0.611755,-0.201538,0.582397,-4.84,-8.23,2.26,-0.510826,0.363023,-0.006947,0.0726,0.142665,0.12587,0.5,0.5
48513912,0.246351,25.748633,1,0.49585,-0.611755,-0.201477,0.582458,-4.56,-8.81,2.28,-0.269757,0.848847,0.340869,0.08169,0.14781,0.28326,0.5,0.5
48523138,-0.026323,25.762544,1,0.49585,-0.611755,-0.201477,0.582458,-4.8,-8.9,2.29,-0.297628,0.689486,0.539675,0.078308,0.151803,0.470968,0.5,0.5
48532687,0.064726,25.757907,1,0.495911,-0.611694,-0.201538,0.582458,-4.9,-8.89,2.26,-0.297597,0.591529,0.577567,0.079175,0.157175,0.549004,0.5,0.5
48543269,-0.404451,25.762544,1,0.495911,-0.611694,-0.201538,0.582458,-4.73,-8.89,2.16,-0.165508,0.69446,0.473369,0.05866,0.156768,0.493635,0.5,0.5
48552977,-0.026323,25.762544,1,0.495911,-0.611694,-0.201477,0.58252,-4.69,-8.92,2.22,-0.20066,0.762667,0.488282,0.056238,0.160478,0.489716,0.5,0.5
48562560,-0.117388,25.767181,1,0.495911,-0.611694,-0.201477,0.58252,-4.82,-8.75,2.28,-0.342945,0.605244,0.422136,0.049571,0.162284,0.440244,0.5,0.5
48573167,0.442366,25.757907,1,0.495972,-0.611694,-0.201538,0.58252,-4.8,-8.83,2.24,-0.275202,0.641045,0.472449,0.070178,0.172633,0.46382,0.5,0.5
48582876,-0.404451,25.762544,1,0.495972,-0.611633,-0.201538,0.582458,-4.69,-8.79,2.29,-0.307551,0.733038,0.391002,0.048793,0.169531,0.410513,0.5,0.5
48592646,-0.208452,25.771818,1,0.495972,-0.611633,-0.201538,0.582458,-4.77,-8.83,2.28,-0.304398,0.680442,0.463962,0.037824,0.170137,0.449641,0.5,0.5
48602959,-0.208452,25.771818,1,0.495972,-0.611633,-0.201538,0.582458,-4.77,-8.77,2.28,-0.324272,0.65484,0.413473,0.027359,0.170455,0.423164,0.5,0.5
48612351,0.16197,25.762544,1,0.495972,-0.611633,-0.201538,0.58252,-4.82,-9.06,2.26,-0.222002,0.730044,0.679726,0.035755,0.179169,0.61098,0.5,0.5
48621076,-0.026323,25.762544,1,0.495972,-0.611572,-0.201538,0.58252,-4.73,-8.73,2.35,-0.391783,0.696728,0.371334,0.034182,0.181259,0.435547,0.5,0.5
48630608,-0.592745,25.762544,1,0.496033,-0.611572,-0.201538,0.58252,-4.75,-8.66,2.29,-0.365018,0.628127,0.312479,0.003942,0.172834,0.345455,0.5,0.5
48639055,0.265379,25.776455,1,0.496033,-0.611511,-0.201599,0.58252,-4.86,-8.79,2.26,-0.321005,0.581605,0.473223,0.018854,0.181822,0.438987,0.5,0.5
48646654,-0.020159,25.771818,1,0.496033,-0.611511,-0.201599,0.58252,-4.73,-8.9,2.24,-0.235101,0.72827,0.495758,0.018235,0.184844,0.480546,0.5,0.5
48656638,-0.391084,25.781092,1,0.496094,-0.611511,-0.201599,0.58252,-4.67,-8.73,2.28,-0.313504,0.720165,0.328829,-0.001183,0.180057,0.369481,0.5,0.5
48665247,0.174834,25.781092,1,0.496094,-0.61145,-0.201599,0.58252,-4.69,-8.89,2.26,-0.246973,0.764346,0.47039,0.009592,0.187788,0.443352,0.5,0.5
48674073,-0.391084,25.781092,1,0.496155,-0.61145,-0.201599,0.58252,-4.8,-8.87,2.29,-0.30735,0.676339,0.515098,-0.009788,0.183766,0.495873,0.5,0.5
48684647,0.45471,25.776455,1,0.496155,-0.611389,-0.201599,0.58252,-4.73,-8.77,2.26,-0.29627,0.680142,0.390022,0.016724,0.198172,0.418385,0.5,0.5
48693926,-0.105043,25.785729,1,0.496155,-0.611389,-0.20166,0.58252,-4.75,-8.87,2.24,-0.249765,0.69882,0.481032,0.012115,0.199845,0.464246,0.5,0.5
48703540,-0.01346,25.781092,1,0.496216,-0.611389,-0.20166,0.58252,-4.84,-8.87,2.2,-0.234839,0.609786,0.520337,0.012696,0.204238,0.505307,0.5,0.5
48714096,0.265379,25.776455,1,0.496216,-0.611328,-0.20166,0.58252,-4.77,-8.77,2.28,-0.324129,0.654514,0.414078,0.028433,0.214835,0.438523,0.5,0.5
48723705,-0.111223,25.776455,1,0.496216,-0.611328,-0.20166,0.58252,-4.73,-8.83,2.22,-0.239894,0.690762,0.43382,0.022986,0.215436,0.43508,0.5,0.5
48732548,-0.01346,25.781092,1,0.496277,-0.611328,-0.20166,0.58252,-4.79,-8.85,2.24,-0.265882,0.657298,0.484853,0.022938,0.218777,0.471516,0.5,0.5
48742257,-0.196108,25.790366,1,0.496277,-0.611328,-0.201721,0.58252,-4.79,-8.75,2.29,-0.344749,0.633252,0.409261,0.013178,0.216868,0.425942,0.5,0.5
48750595,0.45471,25.776455,1,0.496277,-0.611267,-0.201721,0.58252,-4.94,-8.9,2.26,-0.30358,0.562157,0.607249,0.039083,0.234221,0.558668,0.5,0.5
48758176,0.45471,25.776455,1,0.496277,-0.611267,-0.201721,0.58252,-4.73,-8.31,2.29,-0.467063,0.491486,0.00655,0.063547,0.24582,0.15449,0.5,0.5
48767630,-0.01346,25.781092,1,0.496277,-0.611267,-0.201721,0.58252,-4.75,-8.73,2.28,-0.323479,0.650173,0.368602,0.061675,0.247022,0.311231,0.5,0.5
48776493,0.363646,25.781092,1,0.496338,-0.611267,-0.201721,0.58252,-4.82,-8.75,2.37,-0.418138,0.626227,0.441852,0.080471,0.259772,0.406852,0.5,0.5
48785342,0.083769,25.785729,1,0.496338,-0.611267,-0.201721,0.58252,-4.79,-8.87,2.22,-0.234284,0.64632,0.501813,0.082974,0.264312,0.476368,0.5,0.5
48795617,0.181517,25.790366,1,0.496338,-0.611206,-0.201721,0.58252,-4.75,-8.94,2.31,-0.283524,0.742444,0.555752,0.091166,0.272994,0.534481,0.5,0.5
48804769,-0.007814,25.790366,1,0.496338,-0.611206,-0.201721,0.58252,-4.8,-8.77,2.29,-0.333659,0.621381,0.434818,0.088192,0.273842,0.461523,0.5,0.5
48814226,-0.007814,25.790366,1,0.496399,-0.611206,-0.201782,0.58252,-4.73,-8.71,2.31,-0.355077,0.661049,0.351975,0.085456,0.274091,0.381328,0.5,0.5
48824988,0.181517,25.790366,1,0.496399,-0.611145,-0.201782,0.58252,-4.71,-8.85,2.26,-0.25817,0.718443,0.451104,0.093795,0.282077,0.432408,0.5,0.5
48834305,0.174834,25.781092,1,0.496399,-0.611145,-0.201782,0.58252,-4.79,-8.85,2.28,-0.295609,0.65988,0.49547,0.100985,0.289462,0.478573,0.5,0.5
48844161,0.370329,25.790366,1,0.49646,-0.611145,-0.201782,0.58252,-4.77,-8.75,2.26,-0.305712,0.62644,0.397666,0.118981,0.302711,0.419345,0.5,0.5
48855115,0.370329,25.790366,1,0.49646,-0.611145,-0.201782,0.58252,-4.75,-8.79,2.29,-0.315014,0.671119,0.426256,0.136492,0.316284,0.424404,0.5,0.5
48864600,-0.01346,25.781092,1,0.49646,-0.611084,-0.201782,0.582581,-4.77,-8.83,2.26,-0.279158,0.660448,0.465083,0.131031,0.315228,0.454183,0.5,0.5
48874391,0.558638,25.790366,1,0.49646,-0.611084,-0.201782,0.582581,-4.82,-8.75,2.28,-0.335941,0.592576,0.426751,0.158393,0.335316,0.434101,0.5,0.5
48885496,-0.196108,25.790366,1,0.49646,-0.611084,-0.201782,0.582581,-4.75,-8.85,2.26,-0.267726,0.685462,0.471687,0.141964,0.327087,0.461616,0.5,0.5
48894921,-0.01346,25.781092,1,0.496521,-0.611084,-0.201782,0.582581,-4.77,-8.66,2.12,-0.207822,0.536107,0.297961,0.136176,0.323764,0.341812,0.5,0.5
48904647,-0.196108,25.790366,1,0.496521,-0.611023,-0.201843,0.582581,-4.82,-8.69,2.28,-0.35586,0.56696,0.376366,0.120319,0.314247,0.367107,0.5,0.5
48915420,0.083769,25.785729,1,0.496521,-0.611023,-0.201843,0.582581,-4.77,-8.66,2.26,-0.335583,0.588023,0.322096,0.121622,0.316255,0.334156,0.5,0.5
48924897,0.083769,25.785729,1,0.496521,-0.611023,-0.201782,0.582581,-4.8,-8.79,2.16,-0.208314,0.581441,0.429685,0.122462,0.318789,0.404088,0.5,0.5
48934145,0.363646,25.781092,1,0.496521,-0.611023,-0.201843,0.582581,-4.77,-9.08,2.35,-0.278313,0.800175,0.691179,0.139367,0.33532,0.614253,0.5,0.5
48943988,0.174834,25.781092,1,0.496521,-0.611023,-0.201843,0.582581,-4.79,-8.9,2.22,-0.224234,0.658775,0.527521,0.144741,0.342026,0.550761,0.5,0.5
48953144,0.083769,25.785729,1,0.496582,-0.610962,-0.201843,0.582581,-4.79,-8.69,2.29,-0.357722,0.595385,0.362857,0.14435,0.342696,0.413206,0.5,0.5
48961758,0.181517,25.790366,1,0.496582,-0.610962,-0.201843,0.582581,-4.82,-8.94,2.28,-0.2728,0.673249,0.586971,0.149484,0.3494,0.540411,0.5,0.5
48971377,0.083769,25.785729,1,0.496582,-0.610962,-0.201843,0.582581,-4.75,-8.81,2.22,-0.244435,0.653424,0.431399,0.149046,0.350699,0.460608,0.5,0.5
48978848,-0.007814,25.790366,1,0.496582,-0.610962,-0.201843,0.582581,-4.8,-8.75,2.29,-0.340202,0.612653,0.418489,0.142567,0.346845,0.429775,0.5,0.5
48987614,0.370329,25.790366,1,0.496582,-0.610962,-0.201843,0.582581,-4.79,-8.83,2.28,-0.302124,0.651218,0.479012,0.158852,0.361115,0.465819,0.5,0.5
48997603,0.090452,25.795003,1,0.496643,-0.610901,-0.201904,0.582581,-4.67,-8.83,2.31,-0.300741,0.761313,0.422968,0.1585,0.362304,0.43445,0.5,0.5
49006403,0.083769,25.785729,1,0.496643,-0.610901,-0.201904,0.582581,-4.84,-8.92,2.24,-0.247742,0.633262,0.57362,0.15736,0.36399,0.53633,0.5,0.5
49015575,0.467573,25.795003,1,0.496643,-0.610901,-0.201904,0.582581,-4.77,-8.89,2.24,-0.240925,0.678281,0.512571,0.178816,0.382882,0.518937,0.5,0.5
49026303,0.279265,25.795003,1,0.496643,-0.610901,-0.201904,0.582581,-4.69,-8.62,2.26,-0.329634,0.636936,0.247759,0.188806,0.3903,0.320421,0.5,0.5
49035393,0.558638,25.790366,1,0.496643,-0.61084,-0.201904,0.582581,-4.77,-8.71,2.29,-0.346244,0.62021,0.369686,0.214056,0.411145,0.356486,0.5,0.5
49045241,0.279265,25.795003,1,0.496704,-0.61084,-0.201904,0.582581,-4.71,-8.94,2.28,-0.246346,0.763843,0.53101,0.221967,0.41946,0.484246,0.5,0.5
49056009,-0.001116,25.79964,1,0.496704,-0.61084,-0.201904,0.582581,-4.8,-8.79,2.24,-0.281236,0.610937,0.443815,0.213364,0.413472,0.454648,0.5,0.5
49065504,0.181517,25.790366,1,0.496704,-0.61084,-0.201965,0.582581,-4.84,-8.92,2.26,-0.265992,0.64058,0.577203,0.215439,0.417415,0.544365,0.5,0.5
49075209,0.090452,25.795003,1,0.496765,-0.610779,-0.201965,0.582581,-4.84,-8.85,2.26,-0.289148,0.610753,0.518365,0.212116,0.416224,0.525331,0.5,0.5
49086370,0.083769,25.785729,1,0.496704,-0.610779,-0.201904,0.582581,-4.75,-8.75,2.31,-0.346339,0.661095,0.396712,0.209163,0.414241,0.431176,0.5,0.5
49095640,-0.105043,25.785729,1,0.496765,-0.610779,-0.201904,0.582581,-4.77,-8.75,2.28,-0.314622,0.629789,0.400082,0.194315,0.401786,0.408414,0.5,0.5
49105469,0.558638,25.790366,1,0.496765,-0.610779,-0.201965,0.582581,-4.75,-8.89,2.26,-0.245175,0.698331,0.504338,0.220009,0.425589,0.478635,0.5,0.5
49115961,-0.189928,25.79964,1,0.496765,-0.610718,-0.201965,0.582642,-4.75,-8.87,2.24,-0.233556,0.682361,0.484107,0.200005,0.409235,0.482641,0.5,0.5
49125720,0.279265,25.795003,1,0.496765,-0.610718,-0.201965,0.582642,-4.73,-8.85,2.26,-0.253657,0.697803,0.460494,0.208767,0.41793,0.466429,0.5,0.5
49134724,-0.001116,25.79964,1,0.496826,-0.610718,-0.201965,0.582642,-4.75,-8.9,2.26,-0.241805,0.702597,0.512875,0.19997,0.411326,0.50043,0.5,0.5
49144220,-0.384905,25.790366,1,0.496826,-0.610718,-0.201965,0.582642,-4.75,-8.92,2.2,-0.180419,0.688806,0.519371,0.168813,0.384846,0.514295,0.5,0.5
49152830,0.370329,25.790366,1,0.496826,-0.610657,-0.201965,0.582581,-4.79,-8.9,2.26,-0.253689,0.661088,0.538484,0.184241,0.400385,0.532003,0.5,0.5
49161374,0.279265,25.795003,1,0.496826,-0.610657,-0.201965,0.582581,-4.77,-8.77,2.28,-0.310329,0.62983,0.422246,0.193373,0.409127,0.451655,0.5,0.5
49170439,0.090452,25.795003,1,0.496826,-0.610657,-0.201965,0.582581,-4.77,-8.69,2.28,-0.336907,0.595861,0.354878,0.190921,0.406782,0.380809,0.5,0.5
49178814,-0.001116,25.79964,1,0.496826,-0.610657,-0.202026,0.582581,-4.8,-8.89,2.26,-0.2595,0.648561,0.535201,0.182835,0.40084,0.493832,0.5,0.5
49188666,-0.098863,25.795003,1,0.496887,-0.610657,-0.202026,0.582581,-4.79,-8.83,2.26,-0.277006,0.631398,0.479611,0.169903,0.390247,0.483421,0.5,0.5
49197496,-0.196108,25.790366,1,0.496887,-0.610657,-0.202026,0.582581,-4.8,-8.69,2.28,-0.344157,0.571126,0.370255,0.151373,0.373375,0.400578,0.5,0.5
49206511,0.188215,25.79964,1,0.496887,-0.610657,-0.202026,0.582581,-4.79,-8.83,2.24,-0.25876,0.623969,0.47616,0.156975,0.379698,0.455908,0.5,0.5
49217143,0.005568,25.808914,1,0.496887,-0.610596,-0.202026,0.582581,-4.75,-8.89,2.26,-0.247434,0.689766,0.50978,0.151926,0.376709,0.495345,0.5,0.5
49226445,-0.755815,25.79964,1,0.496887,-0.610596,-0.202026,0.582581,-4.75,-8.73,2.26,-0.300592,0.621853,0.37503,0.100672,0.329095,0.407268,0.5,0.5
49235945,-0.001116,25.79964,1,0.496887,-0.610596,-0.202026,0.582581,-4.77,-8.77,2.24,-0.27385,0.61489,0.415477,0.097669,0.327283,0.413277,0.5,0.5
49247059,0.188215,25.79964,1,0.496948,-0.610596,-0.202026,0.582581,-4.77,-8.77,2.29,-0.319438,0.633521,0.424157,0.106817,0.337151,0.421242,0.5,0.5
49256483,0.181517,25.790366,1,0.496948,-0.610596,-0.202087,0.582581,-4.77,-8.71,2.29,-0.339459,0.608029,0.373638,0.114545,0.344988,0.386394,0.5,0.5
49266309,0.188215,25.79964,1,0.496948,-0.610535,-0.202087,0.582581,-4.77,-8.89,2.28,-0.273798,0.676336,0.515174,0.122443,0.354341,0.480668,0.5,0.5
49276512,-0.098863,25.795003,1,0.496948,-0.610535,-0.202087,0.582581,-4.79,-8.87,2.26,-0.266989,0.643908,0.505083,0.112604,0.346494,0.498541,0.5,0.5
49286297,0.181517,25.790366,1,0.497009,-0.610535,-0.202087,0.582581,-4.82,-8.89,2.26,-0.267499,0.627675,0.537295,0.120228,0.355842,0.526911,0.5,0.5
49295883,0.090452,25.795003,1,0.497009,-0.610474,-0.202087,0.582581,-4.79,-8.92,2.28,-0.26853,0.672469,0.55077,0.121845,0.359346,0.544377,0.5,0.5
49306135,0.090452,25.795003,1,0.497009,-0.610474,-0.202087,0.582642,-4.77,-8.77,2.28,-0.313639,0.625435,0.414214,0.123626,0.361729,0.449091,0.5,0.5
49315447,-0.007814,25.790366,1,0.497009,-0.610474,-0.202087,0.582642,-4.75,-8.71,2.31,-0.356164,0.627635,0.358654,0.118952,0.357089,0.382887,0.5,0.5
49324003,-0.098863,25.795003,1,0.49707,-0.610474,-0.202087,0.582642,-4.75,-8.73,2.28,-0.322129,0.625042,0.370353,0.108679,0.347027,0.373711,0.5,0.5
49332684,0.188215,25.79964,1,0.49707,-0.610474,-0.202087,0.582642,-4.79,-8.94,2.26,-0.243636,0.673678,0.564213,0.116585,0.35675,0.513169,0.5,0.5
49340240,-0.09218,25.804277,1,0.49707,-0.610474,-0.202087,0.582642,-4.75,-8.69,2.26,-0.317183,0.600642,0.333198,0.106535,0.34658,0.381421,0.5,0.5
49349103,-0.37874,25.79964,1,0.49707,-0.610413,-0.202148,0.582642,-4.82,-9,2.24,-0.212662,0.666755,0.626698,0.080047,0.322954,0.560976,0.5,0.5
49358946,-0.281496,25.804277,1,0.49707,-0.610413,-0.202148,0.582642,-4.77,-8.94,2.26,-0.238888,0.690032,0.554098,0.061189,0.306689,0.555941,0.5,0.5
49367762,-0.001116,25.79964,1,0.49707,-0.610413,-0.202148,0.582642,-4.75,-8.71,2.26,-0.310562,0.608998,0.35014,0.060096,0.305964,0.405285,0.5,0.5
49377196,0.181517,25.790366,1,0.497131,-0.610413,-0.202148,0.582642,-4.82,-9.17,2.22,-0.137851,0.731487,0.766516,0.070444,0.320514,0.669724,0.5,0.5
49387899,-0.469789,25.804277,1,0.497131,-0.610413,-0.202148,0.582581,-4.8,-9.13,2.26,-0.182838,0.745775,0.729527,0.040841,0.29538,0.713503,0.5,0.5
49397212,-0.001116,25.79964,1,0.497131,-0.610352,-0.202148,0.582581,-4.77,-8.77,2.24,-0.27704,0.610371,0.407545,0.041025,0.296501,0.489526,0.5,0.5
49406908,0.188215,25.79964,1,0.497131,-0.610352,-0.202148,0.582581,-4.86,-8.77,2.28,-0.335078,0.550883,0.460389,0.052959,0.310089,0.468196,0.5,0.5
49417855,0.090452,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.77,-8.69,2.28,-0.340124,0.591315,0.347083,0.058679,0.316267,0.379535,0.5,0.5
49427109,0.370329,25.790366,1,0.497131,-0.610352,-0.202148,0.582581,-4.73,-8.81,2.28,-0.290648,0.675218,0.427762,0.080851,0.339946,0.41484,0.5,0.5
49437029,0.096632,25.804277,1,0.497131,-0.610352,-0.202148,0.582581,-4.73,-8.89,2.26,-0.245807,0.7017,0.491689,0.085224,0.345817,0.471097,0.5,0.5
49448084,0.565336,25.79964,1,0.497131,-0.610352,-0.202148,0.582581,-4.77,-8.9,2.28,-0.270304,0.680325,0.523984,0.118803,0.382188,0.509813,0.5,0.5
49457555,-0.098863,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.73,-8.71,2.26,-0.305652,0.625406,0.34006,0.108928,0.371294,0.385545,0.5,0.5
49467103,0.188215,25.79964,1,0.497131,-0.610352,-0.202148,0.582581,-4.82,-8.81,2.26,-0.293957,0.593451,0.470213,0.117418,0.380921,0.447527,0.5,0.5
49478112,0.090452,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.79,-8.79,2.28,-0.311666,0.617181,0.441525,0.119961,0.384034,0.443133,0.5,0.5
49487438,-0.37874,25.79964,1,0.497131,-0.610352,-0.202148,0.582581,-4.82,-8.75,2.28,-0.332149,0.575446,0.423135,0.092494,0.355231,0.428493,0.5,0.5
49497308,-0.189928,25.79964,1,0.497131,-0.610352,-0.202148,0.582581,-4.8,-8.83,2.28,-0.300761,0.625875,0.480322,0.078425,0.341423,0.466434,0.5,0.5
49508254,0.279265,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.77,-8.87,2.22,-0.225549,0.64533,0.488319,0.094735,0.360001,0.482455,0.5,0.5
49517697,-0.007814,25.790366,1,0.497131,-0.610352,-0.202148,0.582581,-4.73,-8.79,2.24,-0.260812,0.651888,0.403986,0.091735,0.356958,0.425012,0.5,0.5
49527275,0.090452,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.69,-8.81,2.28,-0.281069,0.708258,0.407356,0.095092,0.360774,0.412087,0.5,0.5
49537898,0.279265,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.77,-8.87,2.26,-0.262035,0.660183,0.495248,0.11049,0.378298,0.472965,0.5,0.5
49547469,0.090452,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.73,-8.77,2.26,-0.285704,0.650837,0.390603,0.112869,0.380672,0.412672,0.5,0.5
49557464,0.090452,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.73,-8.89,2.24,-0.227564,0.694274,0.488225,0.115294,0.38404,0.46798,0.5,0.5
49568364,-0.098863,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.75,-8.85,2.26,-0.263895,0.668226,0.468197,0.106048,0.374687,0.468139,0.5,0.5
49577897,-0.287157,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.77,-8.79,2.33,-0.352484,0.652266,0.439982,0.084892,0.352094,0.447527,0.5,0.5
49587509,0.096632,25.804277,1,0.497131,-0.610352,-0.202148,0.582581,-4.82,-8.79,2.29,-0.327971,0.596114,0.458562,0.089037,0.357302,0.455605,0.5,0.5
49598588,-0.105043,25.785729,1,0.497131,-0.610352,-0.202148,0.582581,-4.8,-8.79,2.28,-0.31406,0.608921,0.446627,0.080791,0.349039,0.449032,0.5,0.5
49607944,-0.007814,25.790366,1,0.497131,-0.610352,-0.202148,0.582581,-4.79,-8.73,2.26,-0.313371,0.584323,0.387517,0.078481,0.346551,0.404,0.5,0.5
49617828,0.090452,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.8,-8.83,2.24,-0.264276,0.611022,0.473393,0.082687,0.352048,0.4548,0.5,0.5
49628583,0.090452,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.77,-8.89,2.29,-0.28275,0.6798,0.517292,0.086996,0.35813,0.500547,0.5,0.5
49638086,-0.567537,25.79964,1,0.497131,-0.610352,-0.202148,0.582581,-4.77,-8.81,2.28,-0.300227,0.642178,0.448169,0.049038,0.317089,0.462204,0.5,0.5
49647793,-0.007814,25.790366,1,0.497131,-0.610352,-0.202148,0.582581,-4.77,-8.83,2.22,-0.238848,0.628376,0.454624,0.048545,0.317574,0.456655,0.5,0.5
49658846,0.370329,25.790366,1,0.497131,-0.610352,-0.202148,0.582581,-4.75,-8.85,2.24,-0.245652,0.6608,0.464733,0.072448,0.34494,0.462568,0.5,0.5
49668188,-0.287157,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.79,-8.9,2.22,-0.220365,0.641526,0.523794,0.052917,0.324797,0.507389,0.5,0.5
49678030,-0.196108,25.790366,1,0.497131,-0.610352,-0.202148,0.582581,-4.75,-8.79,2.28,-0.302087,0.650221,0.421118,0.040365,0.311642,0.444234,0.5,0.5
49688820,0.188215,25.79964,1,0.497131,-0.610352,-0.202148,0.582581,-4.73,-8.79,2.26,-0.279054,0.659314,0.40745,0.053122,0.326327,0.417307,0.5,0.5
49698326,0.279265,25.795003,1,0.497131,-0.610352,-0.202148,0.582581,-4.82,-8.83,2.26,-0.287308,0.601929,0.487061,0.070593,0.346802,0.46837,0.5,0.5
49707984,-0.007814,25.790366,1,0.497131,-0.610352,-0.202148,0.582581,-4.77,-8.77,2.28,-0.313526,0.625223,0.414474,0.068989,0.345327,0.428915,0.5,0.5
49719001,-0.007814,25.790366,1,0.497131,-0.610352,-0.202148,0.582581,-4.79,-8.85,2.24,-0.255231,0.62776,0.485139,0.06795,0.345292,0.470074,0.5,0.5
49728399,-0.007814,25.790366,1,0.497131,-0.610352,-0.202148,0.582581,-4.73,-8.85,2.26,-0.259106,0.684746,0.457994,0.066403,0.344264,0.461231,0.5,0.5
