,,,,,,,,,,,,
time stamp,raw pressure,raw temperature,raw ax,raw ay,raw aZ,calcualted alt,y estimate,v estimate,a estimate,apogee estimate,servo deployment,flight mode
89512,98.58,31.80,0.94,0.39,0.16,0.18,0.10,0.03,0.01,0.10,servo deployment,0
89602,98.58,31.80,0.94,0.40,0.16,0.06,0.07,-0.07,-0.01,0.07,servo deployment,0
89691,98.58,31.80,0.92,0.39,0.16,-0.28,-0.18,-0.80,-0.12,-0.15,servo deployment,0
89781,98.58,31.80,0.93,0.36,0.14,0.29,0.08,0.19,0.03,0.09,servo deployment,0
89870,98.58,31.81,0.94,0.41,0.16,0.25,0.22,0.54,0.09,0.24,servo deployment,0
89975,98.58,31.80,0.94,0.47,0.20,0.19,0.25,0.48,0.08,0.27,servo deployment,0
90064,98.58,31.80,0.98,0.47,0.28,0.02,0.12,-0.01,-0.00,0.12,servo deployment,0
90155,98.58,31.81,0.95,0.26,0.14,0.03,0.06,-0.19,-0.03,0.06,servo deployment,0
90244,98.57,31.81,0.87,0.29,0.14,0.47,0.33,0.65,0.11,0.35,servo deployment,0
90335,98.58,31.81,0.88,0.35,0.15,0.15,0.26,0.28,0.04,0.27,servo deployment,0
90424,98.58,31.81,0.94,0.38,0.20,-0.02,0.09,-0.30,-0.05,0.09,servo deployment,0
90529,98.57,31.81,0.92,0.39,0.23,0.34,0.24,0.22,0.03,0.25,servo deployment,0
90619,98.58,31.81,0.91,0.36,0.22,-0.24,-0.10,-0.81,-0.14,-0.06,servo deployment,0
90708,98.58,31.82,0.93,0.35,0.18,-0.09,-0.17,-0.81,-0.13,-0.13,servo deployment,0
90798,98.58,31.81,0.88,0.34,0.14,0.33,0.11,0.18,0.04,0.11,servo deployment,0
90887,98.58,31.82,0.94,0.27,0.05,0.14,0.15,0.26,0.05,0.15,servo deployment,0
90977,98.57,31.82,0.93,0.33,0.07,0.33,0.30,0.64,0.11,0.32,servo deployment,0
91067,98.58,31.82,0.91,0.41,0.16,-0.04,0.11,-0.07,-0.01,0.11,servo deployment,0
91172,98.58,31.82,0.90,0.48,0.17,0.18,0.16,0.06,0.01,0.16,servo deployment,0
91261,98.58,31.82,0.92,0.52,0.15,0.10,0.12,-0.05,-0.01,0.12,servo deployment,0
91352,98.58,31.83,0.88,0.53,0.12,-0.06,-0.02,-0.43,-0.07,-0.01,servo deployment,0
91440,98.57,31.83,0.80,0.47,0.12,0.56,0.35,0.74,0.13,0.38,servo deployment,0
91531,98.58,31.83,0.77,0.41,0.14,0.27,0.36,0.59,0.10,0.38,servo deployment,0
91620,98.58,31.83,0.86,0.40,0.16,-0.12,0.07,-0.41,-0.07,0.08,servo deployment,0
91725,98.57,31.83,0.92,0.48,0.15,0.34,0.23,0.15,0.03,0.23,servo deployment,0
91815,98.57,31.83,0.94,0.53,0.11,0.41,0.38,0.53,0.09,0.39,servo deployment,0
91905,98.58,31.84,0.93,0.58,0.08,0.13,0.25,0.04,0.01,0.25,servo deployment,0
91995,98.58,31.84,0.86,0.59,0.04,0.09,0.14,-0.29,-0.05,0.14,servo deployment,0
92085,98.58,31.83,0.83,0.58,0.04,0.02,0.03,-0.53,-0.09,0.05,servo deployment,0
92175,98.58,31.83,0.93,0.61,0.08,0.18,0.09,-0.23,-0.04,0.09,servo deployment,0
92265,98.58,31.84,0.80,0.55,0.06,0.04,0.03,-0.33,-0.06,0.04,servo deployment,0
92369,98.58,31.84,0.89,0.47,0.01,-0.37,-0.31,-1.20,-0.21,-0.23,servo deployment,0
92458,98.58,31.84,0.95,0.29,0.15,-0.01,-0.19,-0.59,-0.10,-0.18,servo deployment,0
92549,98.58,31.84,0.97,0.37,0.15,-0.44,-0.43,-1.11,-0.19,-0.37,servo deployment,0
92638,98.58,31.83,1.12,-0.01,0.04,-0.12,-0.31,-0.49,-0.07,-0.30,servo deployment,0
92728,98.58,31.84,0.93,-0.29,0.11,-0.02,-0.15,0.10,0.03,-0.15,servo deployment,0
92816,98.58,31.85,0.92,-0.43,0.04,-0.32,-0.26,-0.25,-0.03,-0.26,servo deployment,0
92963,98.58,31.84,0.60,-0.88,0.04,-0.38,-0.39,-0.50,-0.07,-0.38,servo deployment,0
93053,98.58,31.84,0.57,-0.71,0.13,-0.37,-0.42,-0.45,-0.06,-0.41,servo deployment,0
93142,98.58,31.85,0.68,-0.81,0.06,-0.11,-0.24,0.14,0.06,-0.23,servo deployment,0
93232,98.58,31.85,0.73,-0.78,0.01,-0.40,-0.33,-0.17,-0.01,-0.33,servo deployment,0
93322,98.58,31.85,0.65,-0.76,-0.05,-0.40,-0.39,-0.30,-0.03,-0.39,servo deployment,0
93412,98.58,31.85,0.62,-0.74,-0.03,0.06,-0.10,0.64,0.14,-0.08,servo deployment,0
93516,98.58,31.85,0.65,-0.76,0.04,-0.18,-0.10,0.48,0.11,-0.08,servo deployment,0
93605,98.58,31.85,0.65,-0.76,0.07,-0.15,-0.09,0.38,0.09,-0.08,servo deployment,0
93694,98.58,31.85,0.63,-0.77,0.11,-0.20,-0.14,0.15,0.05,-0.14,servo deployment,0
93788,98.58,31.86,0.65,-0.80,0.09,-0.32,-0.25,-0.21,-0.02,-0.25,servo deployment,0
93877,98.58,31.86,0.66,-0.79,0.08,-0.08,-0.15,0.15,0.05,-0.15,servo deployment,0
93966,98.58,31.86,0.63,-0.76,0.05,-0.06,-0.07,0.34,0.08,-0.07,servo deployment,0
94057,98.58,31.85,0.59,-0.74,0.02,-0.15,-0.09,0.19,0.05,-0.09,servo deployment,0
94161,98.58,31.86,0.58,-0.75,0.01,-0.06,-0.05,0.27,0.07,-0.04,servo deployment,0
94251,98.58,31.86,0.64,-0.77,0.03,-0.01,0.01,0.36,0.08,0.01,servo deployment,0
94341,98.58,31.87,0.63,-0.76,0.02,-0.25,-0.15,-0.17,-0.02,-0.15,servo deployment,0
94431,98.59,31.87,0.58,-0.76,0.05,-0.60,-0.48,-1.09,-0.18,-0.42,servo deployment,0
94521,98.58,31.87,0.58,-0.73,0.11,0.12,-0.16,0.13,0.04,-0.15,servo deployment,0
94610,98.59,31.87,0.63,-0.79,-0.02,-0.53,-0.41,-0.65,-0.10,-0.39,servo deployment,0
94715,98.58,31.86,0.65,-0.78,0.03,-0.32,-0.41,-0.48,-0.07,-0.40,servo deployment,0
94804,98.58,31.87,0.61,-0.74,0.06,-0.18,-0.28,0.03,0.03,-0.28,servo deployment,0
94895,98.58,31.86,0.60,-0.77,0.12,0.05,-0.04,0.71,0.15,-0.01,servo deployment,0
94984,98.58,31.87,0.62,-0.82,0.11,-0.29,-0.16,0.20,0.05,-0.15,servo deployment,0
95074,98.59,31.87,0.66,-0.79,0.15,-0.57,-0.43,-0.66,-0.10,-0.41,servo deployment,0
95163,98.58,31.87,0.59,-0.77,0.10,-0.13,-0.27,-0.03,0.01,-0.27,servo deployment,0
95268,98.58,31.87,0.58,-0.78,0.09,-0.14,-0.18,0.26,0.06,-0.17,servo deployment,0
95358,98.58,31.87,0.64,-0.81,0.07,-0.37,-0.30,-0.16,-0.01,-0.30,servo deployment,0
95448,98.58,31.87,0.62,-0.79,0.11,-0.17,-0.22,0.12,0.04,-0.22,servo deployment,0
95538,98.58,31.88,0.60,-0.77,0.11,0.18,0.07,0.94,0.19,0.12,servo deployment,0
95628,98.58,31.88,0.62,-0.75,0.04,-0.12,0.02,0.55,0.11,0.04,servo deployment,0
95718,98.58,31.87,0.63,-0.75,0.02,0.16,0.17,0.85,0.17,0.21,servo deployment,0
95808,98.58,31.88,0.61,-0.73,0.06,-0.13,0.03,0.22,0.05,0.03,servo deployment,0
95913,98.58,31.88,0.63,-0.75,0.03,-0.38,-0.25,-0.64,-0.11,-0.23,servo deployment,0
96002,98.58,31.88,0.63,-0.71,0.05,-0.25,-0.31,-0.64,-0.10,-0.29,servo deployment,0
96093,98.58,31.88,0.63,-0.71,0.10,-0.22,-0.30,-0.47,-0.07,-0.29,servo deployment,0
96181,98.58,31.88,0.69,-0.76,0.11,-0.34,-0.37,-0.55,-0.08,-0.35,servo deployment,0
96272,98.58,31.88,0.66,-0.78,0.13,-0.24,-0.32,-0.28,-0.03,-0.32,servo deployment,0
96360,98.58,31.88,0.72,-0.76,0.12,0.04,-0.09,0.49,0.11,-0.08,servo deployment,0
96465,98.58,31.89,0.69,-0.72,0.11,-0.21,-0.12,0.25,0.06,-0.12,servo deployment,0
96555,98.58,31.88,0.68,-0.69,0.07,-0.24,-0.19,0.00,0.02,-0.19,servo deployment,0
96644,98.58,31.88,0.65,-0.66,0.04,-0.31,-0.28,-0.24,-0.03,-0.27,servo deployment,0
96734,98.58,31.89,0.73,-0.65,0.06,-0.34,-0.34,-0.38,-0.05,-0.34,servo deployment,0
96824,98.58,31.89,0.69,-0.70,0.05,-0.14,-0.24,0.04,0.02,-0.24,servo deployment,0
96914,98.58,31.89,0.69,-0.71,0.13,-0.38,-0.34,-0.27,-0.03,-0.33,servo deployment,0
97017,98.58,31.88,0.69,-0.73,0.17,-0.03,-0.13,0.38,0.09,-0.13,servo deployment,0
97108,98.58,31.89,0.71,-0.74,0.17,-0.26,-0.19,0.12,0.04,-0.19,servo deployment,0
97197,98.58,31.89,0.69,-0.74,0.17,-0.45,-0.37,-0.42,-0.07,-0.36,servo deployment,0
97287,98.58,31.89,0.67,-0.72,0.15,-0.30,-0.36,-0.28,-0.04,-0.35,servo deployment,0
97376,98.58,31.90,0.65,-0.74,0.12,-0.13,-0.22,0.19,0.05,-0.22,servo deployment,0
97467,98.58,31.89,0.77,-0.73,0.10,-0.39,-0.32,-0.16,-0.01,-0.32,servo deployment,0
97613,98.58,31.90,0.65,-0.70,0.07,-0.33,-0.35,-0.17,-0.02,-0.35,servo deployment,0
97703,98.58,31.90,0.72,-0.70,0.12,-0.17,-0.21,0.24,0.06,-0.21,servo deployment,0
97792,98.58,31.89,0.63,-0.67,0.12,-0.27,-0.23,0.14,0.04,-0.23,servo deployment,0
97882,98.58,31.90,0.61,-0.71,0.10,-0.13,-0.15,0.34,0.08,-0.14,servo deployment,0
97972,98.58,31.90,0.72,-0.76,0.10,-0.25,-0.19,0.15,0.04,-0.18,servo deployment,0
98062,98.58,31.90,0.69,-0.74,0.12,0.02,-0.03,0.58,0.12,-0.01,servo deployment,0
98151,98.58,31.90,0.60,-0.72,0.07,-0.44,-0.27,-0.28,-0.04,-0.26,servo deployment,0
98256,98.58,31.90,0.66,-0.71,0.04,-0.17,-0.22,-0.06,0.00,-0.22,servo deployment,0
98345,98.58,31.90,0.73,-0.74,0.02,-0.05,-0.10,0.31,0.07,-0.09,servo deployment,0
98435,98.58,31.90,0.69,-0.74,0.06,0.04,0.03,0.61,0.12,0.05,servo deployment,0
98524,98.58,31.91,0.69,-0.72,0.06,0.12,0.15,0.80,0.16,0.18,servo deployment,0
98615,98.58,31.90,0.67,-0.69,0.02,-0.05,0.08,0.40,0.08,0.09,servo deployment,0
98704,98.58,31.90,0.69,-0.68,0.03,-0.15,-0.05,-0.07,-0.01,-0.05,servo deployment,0
98809,98.58,31.91,0.73,-0.71,0.07,-0.52,-0.40,-1.07,-0.19,-0.35,servo deployment,0
98899,98.58,31.91,0.72,-0.70,0.08,-0.27,-0.40,-0.78,-0.13,-0.37,servo deployment,0
98989,98.58,31.91,0.69,-0.69,0.09,-0.46,-0.52,-0.93,-0.16,-0.47,servo deployment,0
99079,98.58,31.91,0.69,-0.69,0.09,-0.37,-0.49,-0.64,-0.10,-0.47,servo deployment,0
99168,98.58,31.91,0.70,-0.71,0.09,-0.12,-0.29,0.13,0.04,-0.29,servo deployment,0
99258,98.58,31.92,0.71,-0.71,0.08,-0.06,-0.12,0.60,0.13,-0.10,servo deployment,0
99362,98.59,31.92,0.72,-0.68,0.06,-0.54,-0.37,-0.28,-0.03,-0.36,servo deployment,0
99453,98.58,31.91,0.71,-0.67,0.07,0.08,-0.05,0.69,0.15,-0.03,servo deployment,0
99542,98.58,31.92,0.71,-0.68,0.07,0.02,0.06,0.87,0.18,0.10,servo deployment,0
99633,98.58,31.92,0.71,-0.69,0.08,-0.21,-0.05,0.31,0.07,-0.05,servo deployment,0
99722,98.58,31.92,0.73,-0.70,0.08,-0.44,-0.30,-0.48,-0.08,-0.29,servo deployment,0
99813,98.58,31.92,0.70,-0.69,0.07,-0.21,-0.28,-0.31,-0.04,-0.28,servo deployment,0
99902,98.58,31.92,0.71,-0.68,0.06,-0.20,-0.25,-0.14,-0.01,-0.25,servo deployment,0
100006,98.58,31.92,0.71,-0.70,0.05,-0.46,-0.42,-0.59,-0.10,-0.41,servo deployment,0
100096,98.58,31.93,0.76,-0.67,0.06,-0.29,-0.37,-0.30,-0.04,-0.37,servo deployment,0
100186,98.58,31.93,0.75,-0.69,0.07,-0.28,-0.33,-0.11,-0.00,-0.33,servo deployment,0
100276,98.58,31.92,0.74,-0.68,0.06,-0.04,-0.13,0.51,0.11,-0.12,servo deployment,0
100365,98.58,31.93,0.73,-0.65,0.03,-0.29,-0.20,0.19,0.05,-0.19,servo deployment,0
100455,98.58,31.93,0.74,-0.66,0.00,-0.05,-0.07,0.51,0.11,-0.06,servo deployment,0
100559,98.59,31.92,0.73,-0.66,-0.00,-0.59,-0.41,-0.58,-0.09,-0.39,servo deployment,0
100650,98.58,31.93,0.73,-0.66,-0.01,0.21,0.00,0.74,0.15,0.03,servo deployment,0
100739,98.58,31.93,0.75,-0.66,0.00,0.00,0.07,0.76,0.15,0.10,servo deployment,0
100830,98.58,31.93,0.74,-0.69,0.03,-0.42,-0.21,-0.24,-0.04,-0.21,servo deployment,0
100919,98.59,31.93,0.72,-0.78,0.02,-0.62,-0.53,-1.11,-0.20,-0.46,servo deployment,0
101009,98.59,31.93,0.67,-0.76,-0.01,-0.54,-0.64,-1.16,-0.20,-0.57,servo deployment,0
101113,98.58,31.93,0.69,-0.71,-0.01,-0.15,-0.40,-0.16,-0.02,-0.40,servo deployment,0
101203,98.58,31.93,0.66,-0.66,-0.02,-0.13,-0.21,0.42,0.09,-0.20,servo deployment,0
101293,98.58,31.93,0.63,-0.68,-0.02,-0.41,-0.31,0.03,0.02,-0.31,servo deployment,0
101382,98.58,31.93,0.68,-0.68,0.03,0.06,-0.05,0.79,0.16,-0.02,servo deployment,0
101472,98.58,31.93,0.89,-0.72,0.05,-0.11,-0.02,0.69,0.14,0.01,servo deployment,0
101562,98.58,31.94,0.78,-0.82,0.02,0.03,0.08,0.81,0.16,0.11,servo deployment,0
101667,98.58,31.93,0.86,-0.80,-0.02,-0.33,-0.14,-0.05,-0.00,-0.14,servo deployment,0
101756,98.58,31.93,0.83,-0.68,0.09,-0.13,-0.14,-0.02,0.00,-0.14,servo deployment,0
101847,98.58,31.94,0.83,-0.67,0.08,0.22,0.12,0.72,0.14,0.15,servo deployment,0
101936,98.58,31.94,0.71,-0.61,0.03,-0.40,-0.18,-0.34,-0.06,-0.18,servo deployment,0
102027,98.57,31.94,0.68,-0.55,-0.01,0.40,0.20,0.87,0.17,0.24,servo deployment,0
102116,98.58,31.94,0.64,-0.55,-0.04,-0.01,0.13,0.44,0.08,0.14,servo deployment,0
102262,98.58,31.93,0.57,-0.64,-0.09,-0.02,0.07,0.13,0.03,0.07,servo deployment,0
102352,98.58,31.94,0.77,-0.71,-0.10,-0.05,-0.02,-0.12,-0.02,-0.01,servo deployment,0
102442,98.58,31.94,0.79,-0.78,-0.02,0.09,0.05,0.07,0.02,0.05,servo deployment,0
102532,98.57,31.95,0.69,-0.81,-0.02,0.46,0.34,0.89,0.18,0.38,servo deployment,0
102622,98.58,31.95,0.61,-0.73,-0.08,0.06,0.23,0.33,0.07,0.23,servo deployment,0
102712,98.58,31.95,0.50,-0.68,-0.05,-0.01,0.09,-0.15,-0.03,0.09,servo deployment,0
102802,98.58,31.95,0.45,-0.72,-0.05,-0.19,-0.13,-0.76,-0.14,-0.10,servo deployment,0
102906,98.58,31.95,0.63,-0.75,0.09,-0.02,-0.13,-0.55,-0.10,-0.11,servo deployment,0
102997,98.58,31.95,0.54,-0.78,0.10,0.09,-0.02,-0.09,-0.01,-0.02,servo deployment,0
103086,98.58,31.96,0.59,-0.80,0.09,-0.08,-0.07,-0.22,-0.04,-0.07,servo deployment,0
103177,98.58,31.95,0.46,-0.81,0.12,-0.26,-0.23,-0.62,-0.11,-0.21,servo deployment,0
103266,98.58,31.95,0.47,-0.78,0.08,-0.38,-0.39,-0.95,-0.17,-0.34,servo deployment,0
103357,98.58,31.96,0.70,-0.77,0.06,-0.07,-0.25,-0.29,-0.05,-0.24,servo deployment,0
103461,98.58,31.95,0.61,-0.71,0.10,0.04,-0.06,0.31,0.06,-0.06,servo deployment,0
103550,98.58,31.96,0.67,-0.84,0.09,-0.04,-0.02,0.37,0.07,-0.01,servo deployment,0
103640,98.58,31.96,0.81,-0.88,0.01,0.01,0.04,0.43,0.08,0.05,servo deployment,0
103730,98.58,31.96,0.73,-0.86,-0.01,-0.14,-0.05,0.09,0.02,-0.05,servo deployment,0
103820,98.58,31.96,0.73,-0.76,0.03,-0.31,-0.22,-0.46,-0.08,-0.21,servo deployment,0
103910,98.58,31.96,0.62,-0.69,0.05,0.08,-0.04,0.19,0.04,-0.04,servo deployment,0
104015,98.58,31.96,0.69,-0.70,0.04,-0.17,-0.12,-0.06,-0.01,-0.11,servo deployment,0
104104,98.58,31.96,0.63,-0.68,0.09,0.29,0.18,0.81,0.15,0.22,servo deployment,0
104195,98.58,31.96,0.62,-0.71,0.15,-0.04,0.09,0.36,0.06,0.10,servo deployment,0
104284,98.58,31.96,0.66,-0.75,0.19,-0.06,0.02,0.04,0.00,0.02,servo deployment,0
104374,98.58,31.96,0.53,-0.75,0.14,-0.21,-0.14,-0.43,-0.08,-0.13,servo deployment,0
104462,98.58,31.97,0.57,-0.80,0.14,-0.18,-0.20,-0.51,-0.10,-0.19,servo deployment,0
104570,98.58,31.96,0.68,-0.82,0.11,0.12,-0.02,0.16,0.03,-0.02,servo deployment,0
104659,98.58,31.97,0.70,-0.76,0.13,-0.25,-0.18,-0.35,-0.07,-0.18,servo deployment,0
104748,98.58,31.97,0.58,-0.72,0.21,0.04,-0.05,0.11,0.02,-0.05,servo deployment,0
104838,98.58,31.97,0.46,-0.77,0.21,0.10,0.07,0.43,0.08,0.08,servo deployment,0
104928,98.58,31.97,0.53,-0.80,0.19,-0.09,-0.00,0.12,0.02,-0.00,servo deployment,0
105018,98.58,31.97,0.65,-0.80,0.14,0.14,0.11,0.41,0.07,0.12,servo deployment,0
105108,98.58,31.97,0.60,-0.79,0.15,-0.16,-0.05,-0.15,-0.03,-0.05,servo deployment,0
105212,98.58,31.98,0.59,-0.70,0.09,0.16,0.09,0.29,0.05,0.10,servo deployment,0
105301,98.58,31.98,0.71,-0.69,0.10,-0.09,-0.02,-0.10,-0.02,-0.02,servo deployment,0
105392,98.58,31.98,0.70,-0.69,0.02,-0.05,-0.05,-0.18,-0.04,-0.05,servo deployment,0
105480,98.58,31.98,0.57,-0.68,0.12,-0.29,-0.24,-0.68,-0.13,-0.22,servo deployment,0
105571,98.58,31.98,0.54,-0.73,0.17,-0.16,-0.24,-0.52,-0.10,-0.23,servo deployment,0
105659,98.58,31.98,0.67,-0.79,0.17,0.05,-0.08,0.09,0.02,-0.08,servo deployment,0
105764,98.58,31.98,0.70,-0.81,0.18,-0.12,-0.10,0.00,-0.00,-0.10,servo deployment,0
105854,98.58,31.98,0.76,-0.79,0.18,-0.04,-0.06,0.13,0.02,-0.06,servo deployment,0
105943,98.58,31.98,0.69,-0.70,0.17,-0.03,-0.03,0.19,0.04,-0.02,servo deployment,0
106033,98.58,31.98,0.66,-0.68,0.14,0.00,0.01,0.25,0.05,0.01,servo deployment,0
106123,98.58,31.98,0.69,-0.67,0.16,0.20,0.17,0.65,0.12,0.19,servo deployment,0
106213,98.58,31.98,0.70,-0.67,0.16,-0.14,0.00,0.01,-0.00,0.00,servo deployment,0
106317,98.58,31.99,0.68,-0.70,0.14,-0.23,-0.17,-0.50,-0.09,-0.16,servo deployment,0
106408,98.58,31.98,0.74,-0.71,0.17,-0.04,-0.12,-0.23,-0.04,-0.12,servo deployment,0
106497,98.58,31.99,0.71,-0.68,0.16,-0.17,-0.18,-0.33,-0.06,-0.17,servo deployment,0
106588,98.58,31.99,0.61,-0.69,0.11,-0.08,-0.14,-0.15,-0.03,-0.14,servo deployment,0
106677,98.58,31.99,0.80,-0.72,0.15,-0.36,-0.31,-0.61,-0.11,-0.29,servo deployment,0
106768,98.58,31.99,0.70,-0.69,0.18,-0.29,-0.35,-0.58,-0.10,-0.34,servo deployment,0
106914,98.58,31.98,0.67,-0.66,0.13,0.20,0.02,0.58,0.11,0.04,servo deployment,0
107005,98.58,31.99,0.69,-0.70,0.12,0.12,0.16,0.82,0.15,0.19,servo deployment,0
