Time_s,Simulated_Altitude_AGL_m,Raw_Barometer_Altitude_AGL_m,Filtered_Altitude_AGL_m,Simulated_Velocity_ms,Filtered_Velocity_ms,Deployment_Level,Predicted_Apogee_AGL_m,Motor_Burning,Control_Active,Target_Apogee_AGL_m,Environment_Elevation_m,Apogee_Prediction_Cd,Altitude_Error_m,Velocity_Error_ms,Apogee_Error_m,Flight_Altitude_AGL_m,Flight_Velocity_Total_ms,Flight_Acceleration_ms2,Flight_Mach_Number,Flight_Dynamic_Pressure_Pa
4.75,218.0205890417647,218.94594683285686,218.4948222871137,14.741586050534545,16.457586842427364,1.0,231.76533963812972,False,True,228.6,200,1.0,0.4742332453489837,1.716000791892819,3.1653396381297227,218.0205890417647,15.29842685417441,11.101870512478325,0.04518430507941191,137.7320032397766
4.8,218.74383973516217,219.14012136598453,219.25209317956183,14.189224822764537,15.910033665172508,1.0,231.6853818647279,False,True,228.6,200,1.0,0.5082534443996565,1.7208088424079708,3.085381864727907,218.74383973516217,14.761440647427504,11.00747773682943,0.04359868446808025,128.22366561556117
4.8,218.74383973516217,219.14012136598453,219.2231288156612,14.189224822764537,15.752897464090696,1.0,231.42063470682876,False,True,228.6,200,1.0,0.4792890804990293,1.5636726413261588,2.82063470682877,218.74383973516217,14.761440647427504,11.00747773682943,0.04359868446808025,128.22366561556117
4.8500000000000005,219.4395880515699,219.9786440669983,219.9964872075946,13.641455461859854,15.457721691765347,1.0,231.75653957383167,False,True,228.6,200,1.0,0.5568991560247127,1.8162662299054926,3.1565395738316795,219.4395880515699,14.23024721207369,10.917365092536054,0.0420301314432905,119.15331648249028
4.9,220.10805831080427,220.4111717640151,220.64035418644454,13.09806807132174,14.547693056118003,1.0,231.09712880775874,False,True,228.6,200,1.0,0.5322958756402727,1.4496249847962641,2.4971288077587417,220.10805831080427,13.704760935615605,10.831406515408812,0.040478395250627665,110.50854818490532
4.9,220.10805831080427,220.4111717640151,220.58105695634413,13.09806807132174,14.226098047368232,1.0,230.59388330489173,False,True,228.6,200,1.0,0.47299864553986026,1.1280299760464931,1.9938833048917388,220.10805831080427,13.704760935615605,10.831406515408812,0.040478395250627665,110.50854818490532
4.95,220.74946449154913,220.905511230157,221.16695119422093,12.558858842993725,13.257812112944327,1.0,229.89648904518404,False,True,228.6,200,1.0,0.4174867026717948,0.6989532699506018,1.296489045184046,220.74946449154913,13.184920366330083,10.74948308419929,0.03894329643400567,102.27766669863726
5.0,221.3640105270004,221.8854323469865,221.84308544577107,12.023629708744307,13.002133489572108,1.0,230.24731422211096,False,True,228.6,200,1.0,0.47907491877066377,0.9785037808278005,1.647314222110964,221.3640105270004,12.670691155088793,10.671482710227638,0.037424735529785494,94.44965601457758
5.0,221.3640105270004,221.8854323469865,221.85405364863544,12.023629708744307,13.06152574537393,1.0,230.33333998356946,False,True,228.6,200,1.0,0.4900431216350398,1.037896036629622,1.733339983569465,221.3640105270004,12.670691155088793,10.671482710227638,0.037424735529785494,94.44965601457758
5.050000000000001,221.9518905834724,222.4504740134444,222.4840141697421,11.492188007043847,12.656231423113521,1.0,230.45725928944066,False,True,228.6,200,1.0,0.5321235862697051,1.1640434160696742,1.8572592894406625,221.9518905834724,12.16206973632423,10.597299850460374,0.03592270394402511,87.01414502934746
5.1000000000000005,222.51328932268035,223.05969406407098,223.0917439206365,10.964346163257236,12.247399777061261,1.0,230.56922458036522,False,True,228.6,200,1.0,0.5784545979561528,1.2830536138040252,1.9692245803652213,222.51328932268035,11.659087932140975,10.526835245513594,0.03443729755639487,79.96137677261497
5.1000000000000005,222.51328932268035,223.05969406407098,223.08345911077075,10.964346163257236,12.202406866832565,1.0,230.50728688161328,False,True,228.6,200,1.0,0.5701697880903964,1.2380607035753286,1.9072868816132882,222.51328932268035,11.659087932140975,10.526835245513594,0.03443729755639487,79.96137677261497
5.15,223.04838214835593,223.61596972878388,223.66437421143428,10.439921382457367,11.783692954271425,1.0,230.59757761735494,False,True,228.6,200,1.0,0.6159920630783517,1.3437715718140577,1.997577617354949,223.04838214835593,11.161818716776802,10.459995682094432,0.032968733751452435,73.28217981111554
5.2,223.55733543779291,224.1722752464459,224.22033809181457,9.9187353536849,11.346302561325503,1.0,230.65788264496956,False,True,228.6,200,1.0,0.6630026540216534,1.4275672076406032,2.057882644969567,223.55733543779291,10.67038344850803,10.39669377594126,0.0315173727844166,66.96794167980168
5.2,223.55733543779291,224.1722752464459,224.2079087598112,9.9187353536849,11.27884314567767,1.0,230.57054938928832,False,True,228.6,200,1.0,0.650573322018289,1.3601077919927693,1.9705493892883226,223.55733543779291,10.67038344850803,10.39669377594126,0.0315173727844166,66.96794167980168
5.25,224.04030675887657,224.89640016544385,224.80541527897944,9.400613964918966,11.21260616313101,1.0,231.09491192227568,False,True,228.6,200,1.0,0.7651085201028707,1.8119921982120442,2.4949119222756906,224.04030675887657,10.1849609679764,10.336847766138737,0.030083744659991446,61.01058420049466
