Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Local Acceleration X,IMU Local Acceleration Y,IMU Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Servo deployment
382304559,4.559165,16.788397,2,-0.485413,0.02887,-0.021423,-0.873535,-1.62,-0.01,30.24,-0.033976,0.612814,30.277142,4.581629,12.157984,30.276818,0
382312727,5.11602,16.769823,2,-0.490784,0.033203,-0.022949,-0.870361,-1.79,0.69,30.25,-0.733647,0.310902,30.300294,4.992055,12.853292,30.300036,0
382321889,5.207801,16.774467,2,-0.495728,0.038147,-0.02478,-0.86731,0.61,-1.46,30.25,-0.308711,3.708495,30.061921,5.235773,13.28206,30.064545,0
382334489,5.299079,16.77911,2,-0.500305,0.04364,-0.026611,-0.864319,-0.74,-0.32,30.27,-0.833319,2.235315,30.186613,5.442248,13.706749,30.185268,0
382342670,5.945732,16.774467,2,-0.504517,0.049622,-0.028625,-0.861511,0.39,-0.07,30.29,-1.843376,3.382759,30.046636,5.847602,14.37648,30.048164,0
382351811,6.035468,16.788397,2,-0.508362,0.056091,-0.030701,-0.858765,0.11,0.5,30.29,-2.463354,3.179633,30.026122,6.088863,14.785187,30.026365,0
382364430,6.035468,16.788397,2,-0.511902,0.063049,-0.032959,-0.856079,1.58,-0.85,30.33,-2.24148,5.450232,29.805994,6.246832,15.123789,29.808422,0
382372605,6.868842,16.774467,2,-0.515015,0.070374,-0.035217,-0.853516,0.76,0.05,30.33,-2.936715,4.662913,29.834865,6.732513,15.893965,29.834574,0
382381781,7.051933,16.783753,2,-0.517822,0.078064,-0.03772,-0.851074,1.97,0.18,30.36,-3.897309,6.045576,29.561864,7.064255,16.394398,29.564869,0
382391399,7.60688,16.774467,2,-0.520325,0.08606,-0.040283,-0.848694,2.44,0.62,30.39,-4.800063,6.655356,29.369373,7.537011,17.060598,29.371527,0
382404211,8.34394,16.783753,2,-0.5224,0.094238,-0.04303,-0.846375,3.09,-0.13,30.46,-4.722099,7.983722,29.177671,8.226664,18.017788,29.179807,0
382412608,8.990775,16.77911,2,-0.523987,0.102661,-0.045837,-0.844299,3.47,0.61,30.5,-5.859342,8.407193,28.942301,8.823008,18.922489,28.944919,0
382421766,9.544273,16.77911,2,-0.525208,0.111084,-0.048767,-0.842285,4.05,0.48,30.5,-6.290687,9.390936,28.620298,9.414768,19.716318,28.623875,0
382434390,9.451423,16.783753,2,-0.52594,0.119568,-0.05188,-0.840454,5.18,1,30.59,-7.540988,10.588777,28.188339,9.687191,20.098452,28.193138,0
382442563,10.651893,16.77911,2,-0.526123,0.127991,-0.055115,-0.838928,5.4,0.74,30.64,-7.700532,11.324792,27.945938,10.412547,21.153179,27.948662,0
382451690,10.559028,16.783753,2,-0.525696,0.136169,-0.058533,-0.837646,6.03,1.16,30.64,-8.617434,12.094806,27.494787,10.691451,21.510272,27.499789,0
382464313,11.113654,16.783753,2,-0.524658,0.144104,-0.062195,-0.836731,6.97,1.31,30.74,-9.424108,13.26363,27.028042,11.21015,22.15173,27.03324,0
382472497,11.758598,16.788397,2,-0.522949,0.151611,-0.066101,-0.836182,7.71,1.29,30.8,-9.973033,14.303836,26.565063,11.710771,22.83856,26.570222,0
382481639,12.406165,16.783753,2,-0.520447,0.158752,-0.070251,-0.83606,7.81,0.99,30.8,-9.992753,14.886096,26.251937,12.322744,23.58337,26.255444,0
382494258,12.68325,16.77911,2,-0.517029,0.165344,-0.074707,-0.836548,8.69,1.27,30.91,-10.862714,15.873893,25.741208,12.831624,24.16547,25.746874,0
382502429,13.606452,16.77911,2,-0.512573,0.171326,-0.079468,-0.837646,9.34,1.18,30.91,-11.283921,16.764808,25.213209,13.479828,25.036558,25.219089,0
382511705,13.69831,16.783753,2,-0.507141,0.176636,-0.084534,-0.839294,9.82,0.95,30.96,-11.517208,17.558544,24.796615,13.839489,25.425504,24.80127,0
382524285,14.344459,16.788397,2,-0.500732,0.181274,-0.089966,-0.841614,10.33,0.38,31.06,-11.482441,18.528518,24.42182,14.454432,26.096879,24.426001,0
382532486,14.806373,16.783753,2,-0.493103,0.185181,-0.095764,-0.844604,10.93,0.42,31.11,-12.022544,19.222539,23.945728,14.873641,26.596331,23.95102,0
382541625,15.084052,16.77911,2,-0.484375,0.188232,-0.101807,-0.848267,11.44,-0.25,31.11,-11.912085,20.136133,23.481428,15.239366,26.964694,23.486602,0
382554215,15.545493,16.783753,2,-0.474548,0.190491,-0.108032,-0.852539,11.73,-0.93,31.19,-11.736841,20.882105,23.182595,15.758379,27.47623,23.185945,0
382562405,15.730277,16.783753,2,-0.463562,0.191895,-0.114441,-0.857422,11.94,-1.61,31.22,-11.539171,21.524171,22.877525,15.967857,27.639373,22.880924,0
382571543,16.560829,16.788397,2,-0.451599,0.192505,-0.120911,-0.862793,12.24,-1.8,31.22,-11.815952,21.923818,22.528053,16.564279,28.27887,22.531942,0
382584123,16.838554,16.783753,2,-0.438599,0.192383,-0.127258,-0.868591,12.48,-3.43,31.28,-10.936055,23.091025,22.207992,17.080989,28.755373,22.211562,0
382592315,17.762122,16.783753,2,-0.424561,0.191467,-0.133484,-0.874817,12.43,-3.97,31.28,-10.819807,23.386398,22.017244,17.712847,29.523437,22.019385,0
382601566,17.854026,16.788397,2,-0.409729,0.190002,-0.139343,-0.881226,12.42,-4.54,31.3,-10.740576,23.710328,21.839246,18.068561,29.828926,21.841231,0
382614137,18.224708,16.77911,2,-0.394409,0.188049,-0.144653,-0.887817,12.12,-5.63,31.32,-10.128714,24.162615,21.75333,18.53592,30.215614,21.754298,0
382622329,19.240318,16.783753,2,-0.37915,0.185791,-0.14917,-0.894165,12.33,-5.94,31.32,-10.441787,24.412992,21.524776,19.193284,31.002103,21.527305,0
382631554,19.23928,16.79304,2,-0.363892,0.183289,-0.152832,-0.90033,11.88,-6.47,31.33,-10.188132,24.373738,21.601621,19.506803,31.235178,21.600802,0
382644134,19.794883,16.783753,2,-0.34906,0.180664,-0.155518,-0.90625,11.56,-6.86,31.31,-10.115016,24.294497,21.642725,20.06872,31.716476,21.642263,0
382652324,20.626273,16.788397,2,-0.334656,0.17804,-0.157166,-0.911926,10.9,-7.26,31.3,-9.80118,24.020054,21.867467,20.653054,32.379439,21.864985,0
382661464,19.978721,16.79304,2,-0.320862,0.175476,-0.157837,-0.917236,10.92,-7.14,31.3,-10.305728,23.723985,21.928278,20.559898,32.083489,21.927581,0
382674034,20.627296,16.77911,2,-0.307495,0.172974,-0.15741,-0.922363,10.22,-7.59,31.26,-9.905755,23.421891,22.193294,21.004068,32.411185,22.190366,0
382682238,20.164604,16.783753,2,-0.294434,0.170654,-0.156006,-0.927307,10.18,-7.19,31.26,-10.536005,22.79686,22.402739,20.78315,31.866872,22.400399,0
382691480,19.979743,16.783753,2,-0.281555,0.168335,-0.153687,-0.932068,9.56,-6.79,31.23,-10.684239,21.822917,22.855896,20.613893,31.485853,22.850877,0
382704080,20.349479,16.783753,2,-0.268738,0.166077,-0.150513,-0.936768,9.14,-6.36,31.16,-10.969978,20.866262,23.220255,20.858913,31.585727,23.216184,0
382712244,20.810645,16.788397,2,-0.25592,0.163879,-0.146606,-0.941345,8.77,-6.16,31.12,-11.152092,20.092066,23.563216,21.089527,31.736032,23.559392,0
382721359,19.978721,16.79304,2,-0.243103,0.161743,-0.142151,-0.945801,8.73,-5.54,31.12,-11.809553,19.08968,23.905729,20.737321,31.134359,23.901913,0
382733941,20.717689,16.79304,2,-0.230103,0.159546,-0.137085,-0.950134,8.15,-4.76,31.03,-12.031748,17.6453,24.408468,21.119588,31.427233,24.402886,0
382742144,20.626273,16.788397,2,-0.216797,0.157288,-0.131653,-0.954407,7.84,-4.1,31.03,-12.39299,16.405947,24.866942,21.091678,31.202064,24.861828,0
382751319,21.087455,16.79304,2,-0.203003,0.154907,-0.126038,-0.958618,7.55,-3.63,30.99,-12.629456,15.297066,25.240614,21.376577,31.43052,25.23644,0
382763942,21.181953,16.77911,2,-0.188538,0.152405,-0.120239,-0.962708,7.2,-2.95,30.91,-12.844055,13.937335,25.627679,21.662352,31.612333,25.623367,0
382772111,22.197837,16.783753,2,-0.17334,0.14978,-0.114441,-0.966675,6.72,-1.84,30.86,-13.047469,12.133384,26.142898,22.232541,32.294014,26.137173,0
382781272,22.289268,16.788397,2,-0.157471,0.147034,-0.108826,-0.970459,6.54,-1.31,30.86,-13.240371,10.951046,26.488154,22.562312,32.578648,26.484286,0
382793873,22.936973,16.783753,2,-0.140991,0.144165,-0.103333,-0.973999,6.17,-0.81,30.79,-13.171497,9.720729,26.809981,23.192517,33.189266,26.806392,0
382802074,22.566627,16.783753,2,-0.124146,0.141235,-0.098145,-0.977234,5.92,0.06,30.75,-13.256204,8.192107,27.161832,23.102013,32.865028,27.157915,0
382811233,23.583167,16.788397,2,-0.106934,0.138245,-0.093201,-0.980164,5.95,0.72,30.75,-13.475895,6.930281,27.419609,23.682517,33.473096,27.416725,0
382823776,23.860053,16.79304,2,-0.089539,0.135193,-0.088562,-0.982788,5.6,0.93,30.69,-13.160146,6.036333,27.649197,24.207631,33.949361,27.646635,0
382831967,24.507346,16.788397,2,-0.072021,0.132019,-0.084229,-0.985046,5.58,1.41,30.69,-13.169134,4.968453,27.872908,24.660745,34.439201,27.870415,0
382841218,25.248695,16.77911,2,-0.054688,0.128845,-0.080383,-0.986877,5.25,2.23,30.66,-12.858527,3.566675,28.186903,25.3207,35.135772,28.183416,0
382853799,25.801521,16.788397,2,-0.037415,0.125671,-0.076965,-0.988403,4.98,2.7,30.61,-12.489351,2.556254,28.400038,26.044244,35.845774,28.397651,0
382861989,26.819404,16.783753,2,-0.020386,0.122375,-0.074036,-0.989502,4.75,3.1,30.61,-12.105674,1.679809,28.631655,26.789131,36.75977,28.629076,0
382871219,26.819404,16.783753,2,-0.003601,0.119141,-0.071594,-0.990295,4.73,3.35,30.59,-11.879325,1.001228,28.761569,27.147164,37.047737,28.760109,0
382883789,27.281379,16.788397,2,0.012878,0.115906,-0.069824,-0.990723,4.39,3.7,30.55,-11.307208,0.289652,28.953921,27.693091,37.510169,28.951785,0
382891981,28.021888,16.77911,2,0.029114,0.11261,-0.068726,-0.990845,4.04,3.83,30.53,-10.704383,-0.125358,29.128641,28.192375,38.03705,29.126693,0
382901117,28.667381,16.79304,2,0.045105,0.109375,-0.068237,-0.990662,4.04,3.81,30.53,-10.447806,-0.354424,29.217307,28.815891,38.65722,29.216308,0
382913690,29.501029,16.77911,2,0.060852,0.106079,-0.068359,-0.990112,3.83,3.96,30.51,-9.958089,-0.674187,29.352719,29.702094,39.526555,29.351216,0
382921880,29.223487,16.783753,2,0.076416,0.102844,-0.069153,-0.989319,3.68,3.86,30.51,-9.561062,-0.691295,29.451664,29.74876,39.348579,29.450557,0
382931127,30.148673,16.783753,2,0.091736,0.09967,-0.070618,-0.988281,3.3,3.62,30.5,-8.977521,-0.468592,29.553935,30.34526,39.919233,29.552795,0
382943729,30.610267,16.788397,2,0.106934,0.096436,-0.072693,-0.986877,3.09,3.41,30.49,-8.567106,-0.245304,29.62014,31.0046,40.487404,29.619398,0
382951902,30.795326,16.788397,2,0.121948,0.093323,-0.075317,-0.985291,2.67,3.03,30.47,-8.021967,0.243828,29.67028,31.214901,40.545798,29.669719,0
382961038,31.720649,16.788397,2,0.136963,0.09021,-0.078552,-0.983337,2.63,2.55,29.1,-7.626791,0.607824,28.314204,31.879092,41.181118,28.329142,0
382973666,31.536094,16.77911,2,0.151794,0.087158,-0.082336,-0.98114,2.4,2.2,26.17,-6.75945,0.717406,25.480751,32.201964,41.25217,25.51214,0
382981840,32.18386,16.783753,2,0.166626,0.084106,-0.086548,-0.978577,2.11,1.9,23.84,-5.982664,0.88537,23.23419,32.529414,41.426054,23.259293,0
382991089,32.553001,16.783753,2,0.181458,0.081055,-0.091248,-0.97583,1.79,1.01,20.49,-5.225964,1.459013,19.865252,32.927059,41.627397,19.902653,0
383003669,33.385414,16.788397,2,0.196289,0.078003,-0.096252,-0.972717,1.57,0.54,19.19,-4.869192,1.894189,18.539636,33.718431,42.198338,18.554656,0
383011845,34.312003,16.77911,2,0.21106,0.07489,-0.101624,-0.969299,1.32,-0.18,18.17,-4.67596,2.605292,17.414723,34.408904,42.863019,17.427285,0
383020986,34.218925,16.783753,2,0.225952,0.071716,-0.107178,-0.965576,0.99,-0.66,17.17,-4.36619,3.127597,16.351761,34.691489,42.870885,16.363613,0
383033556,35.514335,16.783753,2,0.241089,0.068542,-0.112854,-0.961487,0.48,-2,15,-4.109295,4.246147,13.9397,35.709319,43.648806,13.966411,0
383041748,36.161826,16.788397,2,0.256409,0.065247,-0.11853,-0.957031,0.23,-2.28,13.88,-3.858604,4.484116,12.763506,36.330217,44.15069,12.776761,0
383051007,36.623176,16.79304,2,0.272034,0.06189,-0.124146,-0.952209,0.02,-2.81,13.15,-3.867577,4.962729,11.883944,36.909028,44.479177,11.893783,0
383063609,36.995048,16.783753,2,0.287903,0.058472,-0.129578,-0.947021,-0.81,-3.48,12.38,-3.469564,5.861392,10.937641,37.520391,44.680527,10.948178,0
383071811,38.381843,16.788397,2,0.303955,0.055054,-0.134705,-0.941467,-1.2,-4.22,10.66,-3.359789,6.338092,9.023057,38.387744,45.514405,9.044272,0
383080950,38.381843,16.788397,2,0.320251,0.051514,-0.139526,-0.935608,-1.51,-4.42,9.8,-3.213254,6.503523,8.077205,38.800623,45.583819,8.087862,0
383093520,39.494087,16.77911,2,0.336731,0.048035,-0.14386,-0.929321,-1.92,-4.98,8.81,-3.212227,6.943662,6.897413,39.776886,46.179383,6.910531,0
383101714,40.048713,16.788397,2,0.353394,0.044556,-0.147705,-0.922668,-2.31,-5.16,7.82,-3.032535,7.068106,5.827576,40.313408,46.466107,5.83951,0
383110906,40.048713,16.788397,2,0.3703,0.041077,-0.151001,-0.915649,-2.69,-5.18,5.51,-2.535793,6.737036,3.551663,40.587525,46.301164,3.576875,0
383123506,41.71482,16.788397,2,0.38739,0.037598,-0.153687,-0.908264,-3.04,-5.27,4.03,-2.283461,6.621887,2.049102,41.825842,47.156476,2.065938,0
383131676,42.549003,16.783753,2,0.404785,0.034241,-0.155884,-0.900391,-3.29,-5.22,1.7,-1.864328,6.119369,-0.208958,42.63129,47.792329,-0.183889,0
383140871,42.085853,16.788397,2,0.422363,0.030945,-0.157471,-0.89209,-3.4,-5.51,-4.03,-1.159687,4.838908,-5.779066,42.75491,47.331967,-5.717408,0
383153441,43.752281,16.788397,2,0.440125,0.027771,-0.158447,-0.883423,-2.91,-4.49,-6.49,-0.450177,3.155522,-7.783945,43.92854,47.968418,-7.761172,0
383161644,43.566993,16.788397,2,0.457947,0.024414,-0.158997,-0.874268,-2.65,-5.59,-7.97,-1.396858,3.067017,-9.509394,44.111627,47.571853,-9.490129,0
383170894,44.122352,16.788397,2,0.475891,0.020935,-0.159119,-0.864746,-3.79,-4.49,-8.98,0.089679,3.081348,-10.27925,44.557432,47.4848,-10.270554,0
383191211,45.235221,16.77911,2,0.511963,0.013916,-0.158325,-0.844177,-3.8,-2.97,-10.57,1.214311,1.890728,-11.398969,45.917433,47.754427,-11.386534,0
383200657,45.790656,16.77911,2,0.530151,0.01062,-0.157349,-0.83313,-3.88,-3.41,-10.9,0.7089,2.029948,-11.868917,46.292918,47.488588,-11.863601,0
383210416,46.995857,16.774467,2,0.548401,0.007507,-0.156067,-0.821472,-4.3,-3.04,-11.25,1.04547,2.155599,-12.188231,47.166311,48.025026,-12.184654,0
383223251,46.995857,16.774467,2,0.56665,0.0047,-0.15448,-0.809326,-4.1,-2.53,-11.82,1.309162,1.658343,-12.588038,47.682171,47.72227,-12.583593,0
383231620,46.902671,16.77911,2,0.5849,0.002136,-0.15271,-0.796631,-3.4,-1.76,-12.07,1.632273,0.738002,-12.53536,47.627203,46.903602,-12.535891,0
383240780,48.199134,16.77911,2,0.603027,-0.000183,-0.150757,-0.783386,-3.13,-1.77,-12.27,1.409017,0.458645,-12.699947,48.38747,47.221725,-12.698139,0
383253375,48.014289,16.77911,2,0.620972,-0.002258,-0.148682,-0.769592,-3.01,-1.32,-12.45,1.681698,0.234437,-12.764077,48.76448,46.788944,-12.763351,0
383261552,48.847953,16.774467,2,0.638733,-0.004028,-0.146667,-0.75531,-2.33,-1.1,-12.75,1.677358,-0.489943,-12.889835,49.195123,46.755662,-12.888441,0
383270714,49.773338,16.783753,2,0.656311,-0.005676,-0.144714,-0.740479,-2.25,-0.68,-12.84,1.980661,-0.598507,-12.888357,49.957346,47.05979,-12.888358,0
383283286,49.959251,16.783753,2,0.673584,-0.007141,-0.142883,-0.725159,-2.04,-0.87,-13,1.704799,-0.785192,-13.053588,50.549055,46.897054,-13.051767,0
383291479,51.163917,16.77911,2,0.690552,-0.008423,-0.141174,-0.709351,-1.46,-0.65,-13.1,1.826786,-1.345018,-13.000705,51.289886,47.319099,-13.001268,0
383300705,51.071205,16.783753,2,0.707092,-0.009644,-0.139648,-0.693115,-1.04,-1.05,-13.27,1.411062,-1.774192,-13.158193,51.59942,47.038075,-13.156463,0
383313285,51.720191,16.77911,2,0.723328,-0.010864,-0.138306,-0.676453,-0.83,-0.74,-13.28,1.696843,-1.946456,-13.073914,52.260236,46.960699,-13.074824,0
383321473,52.090034,16.788397,2,0.739014,-0.012146,-0.137146,-0.659424,-0.72,-0.91,-13.44,1.552365,-2.091208,-13.236189,52.545463,46.705461,-13.234411,0
383330721,52.924537,16.783753,2,0.754211,-0.013489,-0.136292,-0.642151,-0.42,-0.9,-13.45,1.599021,-2.38009,-13.178273,53.196084,46.861027,-13.178892,0
383343292,53.758598,16.788397,2,0.76886,-0.015015,-0.135681,-0.624634,-0.21,-0.71,-13.55,1.849651,-2.56439,-13.196704,54.110719,47.102297,-13.196507,0
383351485,54.316032,16.769823,2,0.782959,-0.016602,-0.135376,-0.606934,-0.39,-0.84,-13.54,1.706957,-2.428774,-13.242984,54.615425,47.171326,-13.242472,0
383360627,54.778205,16.783753,2,0.79657,-0.018433,-0.135254,-0.588989,-0.14,-0.95,-13.55,1.691612,-2.716334,-13.201705,55.140256,47.170056,-13.202154,0
383373202,55.890663,16.783753,2,0.80957,-0.020447,-0.135437,-0.570862,-0.36,-1.27,-13.62,1.375739,-2.667428,-13.35063,56.167973,47.543046,-13.348994,0
383381393,56.261161,16.783753,2,0.822083,-0.022644,-0.135742,-0.552551,-0.6,-1.09,-13.65,1.496401,-2.437718,-13.404826,56.611068,47.513828,-13.404211,0
383390534,56.539955,16.77911,2,0.834045,-0.025085,-0.13623,-0.533997,-0.81,-1.49,-13.59,1.068769,-2.468319,-13.428675,57.003703,47.338857,-13.428405,0
383403115,57.373786,16.783753,2,0.84552,-0.027832,-0.136841,-0.515381,-0.82,-1.09,-13.56,1.436869,-2.351701,-13.346878,57.813058,47.43808,-13.347776,0
383411324,57.745368,16.783753,2,0.856506,-0.030823,-0.137573,-0.496521,-1.21,-1.52,-13.51,0.897002,-2.307759,-13.42253,58.16271,47.269234,-13.421706,0
383420499,58.30149,16.783753,2,0.867004,-0.034058,-0.138306,-0.477478,-1.54,-1.25,-13.5,0.972942,-1.996883,-13.462902,58.676111,47.247934,-13.462448,0
383433122,58.57981,16.788397,2,0.877075,-0.037537,-0.139038,-0.458313,-1.72,-1.24,-13.45,0.87683,-1.950501,-13.447141,59.215536,47.008369,-13.447309,0
383441296,60.06385,16.77911,2,0.886658,-0.04126,-0.139709,-0.438904,-2.13,-0.93,-13.36,0.865279,-1.551225,-13.44383,60.092092,47.637059,-13.443869,0
383450425,60.526771,16.79304,2,0.895813,-0.045166,-0.14032,-0.41925,-2.55,-1.19,-13.34,0.386384,-1.532768,-13.541616,60.77782,47.833944,-13.540539,0
383463209,61.176338,16.788397,2,0.904602,-0.049255,-0.140747,-0.399353,-2.86,-0.55,-13.28,0.619725,-1.021472,-13.543018,61.619644,47.94933,-13.54299,0
383471303,61.640876,16.774467,2,0.912964,-0.053528,-0.141052,-0.37915,-2.89,-0.42,-13.27,0.637865,-1.056071,-13.531426,62.019638,47.858449,-13.531553,0
383480445,62.011573,16.783753,2,0.920898,-0.057922,-0.141113,-0.358643,-3.22,-0.18,-13.14,0.483927,-0.789967,-13.4982,62.451931,47.729101,-13.498568,0
383493017,62.8469,16.77911,2,0.928467,-0.062439,-0.140991,-0.337891,-3.23,0.36,-13.14,0.753928,-0.530733,-13.504517,63.280224,47.845721,-13.504451,0
383501211,63.124824,16.783753,2,0.935608,-0.066956,-0.140625,-0.316833,-3.37,0.61,-13.07,0.697713,-0.385626,-13.487715,63.581555,47.599993,-13.4879,0
383510343,64.145362,16.77911,3,0.942322,-0.071411,-0.140076,-0.295532,-3.63,0.63,-13.06,0.406531,-0.376243,-13.558433,64.341788,47.89285,-13.557656,0
383522925,65.351142,16.783753,3,0.948608,-0.075867,-0.139221,-0.273926,-3.69,1.32,-12.99,0.61186,0.085939,-13.554242,65.529333,48.45508,-13.55428,0
383531116,65.722511,16.783753,3,0.954407,-0.080261,-0.138123,-0.252136,-3.74,1.29,-13.01,0.431209,-0.072914,-13.591182,66.037985,48.512147,-13.590776,0
383540370,65.443977,16.788397,3,0.959778,-0.084534,-0.13678,-0.230042,-3.74,1.77,-12.96,0.516983,0.203827,-13.593093,66.142686,47.946726,-13.593067,0
383552942,66.093879,16.783753,3,0.964722,-0.088684,-0.135132,-0.207825,-3.75,2.12,-12.92,0.504162,0.380903,-13.604563,66.716052,47.739946,-13.604436,0
383561136,66.836128,16.783753,3,0.969177,-0.09259,-0.133301,-0.185364,-3.62,2.58,-12.86,0.629486,0.626237,-13.577633,67.176535,47.733705,-13.577928,0
383570271,67.485603,16.788397,3,0.973145,-0.096375,-0.131226,-0.16272,-3.28,2.38,-12.94,0.719665,0.185761,-13.539346,67.790804,47.839297,-13.539771,0
383582852,68.042243,16.788397,3,0.976624,-0.099854,-0.128906,-0.139832,-3.44,2.9,-12.9,0.563367,0.598711,-13.637313,68.537589,47.850845,-13.636239,0
383591025,68.506568,16.79304,3,0.979675,-0.103149,-0.126465,-0.116821,-3.16,3.05,-12.86,0.681667,0.563648,-13.560467,68.910201,47.71291,-13.561302,0
383600187,69.249519,16.783753,3,0.982178,-0.106201,-0.12384,-0.093567,-3.03,3.18,-12.88,0.661416,0.544321,-13.581416,69.543061,47.839935,-13.581194,0
